Number,Date&Time,ms,CH1,CH2,CH3
NO.,Time,ms,degC,degC,degC
535,22/01/2021 11:12,0,120.8,27,97.6
536,22/01/2021 11:12,500,121.3,27,97.6
537,22/01/2021 11:12,0,121.8,27,97.8
538,22/01/2021 11:12,500,122.2,27,97.9
539,22/01/2021 11:12,0,122.7,27.1,98.7
540,22/01/2021 11:12,500,123.2,27.1,98.6
541,22/01/2021 11:12,0,123.6,27.1,98.7
542,22/01/2021 11:12,500,124.1,27.1,99.4
543,22/01/2021 11:12,0,124.6,27.1,99.8
544,22/01/2021 11:12,500,125,27.1,100.4
545,22/01/2021 11:12,0,125.5,27.2,100.7
546,22/01/2021 11:12,500,126,27.2,102
547,22/01/2021 11:12,0,126.4,27.2,102.7
548,22/01/2021 11:12,500,126.9,27.3,102.9
549,22/01/2021 11:12,0,127.4,27.4,103
550,22/01/2021 11:12,500,127.9,27.4,103.4
551,22/01/2021 11:12,0,128.4,27.4,104.2
552,22/01/2021 11:12,500,128.8,27.4,103.5
553,22/01/2021 11:12,0,129.3,27.5,103.5
554,22/01/2021 11:12,500,129.7,27.4,102.7
555,22/01/2021 11:12,0,130.2,27.5,101.9
556,22/01/2021 11:12,500,130.6,27.5,101.5
557,22/01/2021 11:12,0,131.1,27.5,100.7
558,22/01/2021 11:12,500,131.6,27.5,101
559,22/01/2021 11:12,0,132,27.5,101.2
560,22/01/2021 11:12,500,132.4,27.6,101
561,22/01/2021 11:13,0,132.9,27.6,100.9
562,22/01/2021 11:13,500,133.4,27.6,101.4
563,22/01/2021 11:13,0,133.9,27.7,101.3
564,22/01/2021 11:13,500,134.2,27.6,101.2
565,22/01/2021 11:13,0,134.8,27.7,101
566,22/01/2021 11:13,500,135.2,27.7,100.5
567,22/01/2021 11:13,0,135.7,27.7,100.2
568,22/01/2021 11:13,500,136.2,27.9,100
569,22/01/2021 11:13,0,136.7,27.9,99.8
570,22/01/2021 11:13,500,137.1,27.9,99.8
571,22/01/2021 11:13,0,137.5,27.9,99.3
572,22/01/2021 11:13,500,138.1,27.9,98.9
573,22/01/2021 11:13,0,138.5,27.9,98.9
574,22/01/2021 11:13,500,139,28,98.7
575,22/01/2021 11:13,0,139.4,28,99.4
576,22/01/2021 11:13,500,139.8,28,100.4
577,22/01/2021 11:13,0,140.2,28,101.3
578,22/01/2021 11:13,500,140.7,28.1,102
579,22/01/2021 11:13,0,141.1,28.1,102.1
580,22/01/2021 11:13,500,141.6,28.2,102.4
581,22/01/2021 11:13,0,142.1,28.2,103.2
582,22/01/2021 11:13,500,142.5,28.2,102.7
583,22/01/2021 11:13,0,142.9,28.2,102.4
584,22/01/2021 11:13,500,143.3,28.3,102.9
585,22/01/2021 11:13,0,143.7,28.3,102.3
586,22/01/2021 11:13,500,144.2,28.3,102.6
587,22/01/2021 11:13,0,144.6,28.3,102.3
588,22/01/2021 11:13,500,145.1,28.3,101.9
589,22/01/2021 11:13,0,145.5,28.3,101.5
590,22/01/2021 11:13,500,145.9,28.4,100.8
591,22/01/2021 11:13,0,146.3,28.4,100.2
592,22/01/2021 11:13,500,146.7,28.5,99.9
593,22/01/2021 11:13,0,147.1,28.5,100.3
594,22/01/2021 11:13,500,147.5,28.5,99.9
595,22/01/2021 11:13,0,147.9,28.6,99.6
596,22/01/2021 11:13,500,148.4,28.6,99.2
597,22/01/2021 11:13,0,148.7,28.7,99
598,22/01/2021 11:13,500,149.2,28.7,98.8
599,22/01/2021 11:13,0,149.7,28.7,100.5
600,22/01/2021 11:13,500,150,28.7,101.9
601,22/01/2021 11:13,0,150.4,28.7,102.8
602,22/01/2021 11:13,500,150.8,28.7,102.3
603,22/01/2021 11:13,0,151.2,28.8,101.6
604,22/01/2021 11:13,500,151.7,28.8,101.9
605,22/01/2021 11:13,0,152.1,28.9,101.3
606,22/01/2021 11:13,500,152.5,28.9,102.3
607,22/01/2021 11:13,0,152.8,29,102.7
608,22/01/2021 11:13,500,153.2,29,103.2
609,22/01/2021 11:13,0,153.6,29,103.8
610,22/01/2021 11:13,500,154,29,104.4
611,22/01/2021 11:13,0,154.3,29,104.7
612,22/01/2021 11:13,500,154.7,29,105.4
613,22/01/2021 11:13,0,155.1,29,106.3
614,22/01/2021 11:13,500,155.4,29,105.8
615,22/01/2021 11:13,0,155.8,29.1,105.2
616,22/01/2021 11:13,500,156.2,29.1,105.7
617,22/01/2021 11:13,0,156.6,29.2,106.5
618,22/01/2021 11:13,500,156.9,29.2,106.8
619,22/01/2021 11:13,0,157.3,29.2,107.6
620,22/01/2021 11:13,500,157.7,29.3,108.3
621,22/01/2021 11:13,0,158.1,29.3,109
622,22/01/2021 11:13,500,158.4,29.3,109.5
623,22/01/2021 11:13,0,158.7,29.3,109.8
624,22/01/2021 11:13,500,159.1,29.3,109.4
625,22/01/2021 11:13,0,159.5,29.4,109.1
626,22/01/2021 11:13,500,159.8,29.4,109
627,22/01/2021 11:13,0,160.2,29.4,108.8
628,22/01/2021 11:13,500,160.5,29.5,108.5
629,22/01/2021 11:13,0,160.9,29.5,108.4
630,22/01/2021 11:13,500,161.2,29.6,107.9
631,22/01/2021 11:13,0,161.6,29.6,108.4
632,22/01/2021 11:13,500,162,29.6,109.7
633,22/01/2021 11:13,0,162.3,29.6,111.6
634,22/01/2021 11:13,500,162.7,29.6,112.1
635,22/01/2021 11:13,0,163,29.6,111.8
636,22/01/2021 11:13,500,163.4,29.7,111.5
637,22/01/2021 11:13,0,163.7,29.8,112.1
638,22/01/2021 11:13,500,164.1,29.8,112.1
639,22/01/2021 11:13,0,164.4,29.8,112.6
640,22/01/2021 11:13,500,164.7,29.8,112.4
641,22/01/2021 11:13,0,165.1,29.8,112
642,22/01/2021 11:13,500,165.5,29.9,111.7
643,22/01/2021 11:13,0,165.8,29.9,111.2
644,22/01/2021 11:13,500,166.2,30,111.2
645,22/01/2021 11:13,0,166.5,30.1,111.3
646,22/01/2021 11:13,500,166.9,30.1,111.9
647,22/01/2021 11:13,0,167.2,30.2,111.1
648,22/01/2021 11:13,500,167.5,30.2,110.7
649,22/01/2021 11:13,0,167.8,30.3,110.6
650,22/01/2021 11:13,500,168.3,30.3,110.6
651,22/01/2021 11:13,0,168.5,30.3,110.2
652,22/01/2021 11:13,500,168.9,30.3,111.2
653,22/01/2021 11:13,0,169.2,30.3,111
654,22/01/2021 11:13,500,169.6,30.4,111
655,22/01/2021 11:13,0,169.9,30.5,111.2
656,22/01/2021 11:13,500,170.2,30.5,112.4
657,22/01/2021 11:13,0,170.5,30.5,112.8
658,22/01/2021 11:13,500,170.9,30.6,112.8
659,22/01/2021 11:13,0,171.2,30.6,112.6
660,22/01/2021 11:13,500,171.5,30.6,111.8
661,22/01/2021 11:13,0,171.8,30.6,112
662,22/01/2021 11:13,500,172.1,30.6,110.9
663,22/01/2021 11:13,0,172.5,30.6,110.5
664,22/01/2021 11:13,500,172.8,30.7,111.3
665,22/01/2021 11:13,0,173.2,30.8,112.3
666,22/01/2021 11:13,500,173.5,30.8,112.4
667,22/01/2021 11:13,0,173.8,30.8,113.2
668,22/01/2021 11:13,500,174.1,30.8,114.6
669,22/01/2021 11:13,0,174.5,30.9,115.1
670,22/01/2021 11:13,500,174.8,31,115.3
671,22/01/2021 11:13,0,175.2,31,114.3
672,22/01/2021 11:13,500,175.4,31,113.5
673,22/01/2021 11:13,0,175.8,31,112.9
674,22/01/2021 11:13,500,176.1,31,112.1
675,22/01/2021 11:13,0,176.5,31.1,111
676,22/01/2021 11:13,500,176.7,31.1,111.2
677,22/01/2021 11:13,0,177,31.1,110.9
678,22/01/2021 11:13,500,177.3,31.1,110
679,22/01/2021 11:13,0,177.7,31.2,109.1
680,22/01/2021 11:13,500,178,31.2,108.7
681,22/01/2021 11:14,0,178.3,31.3,108.5
682,22/01/2021 11:14,500,178.6,31.3,108.8
683,22/01/2021 11:14,0,178.9,31.3,108.2
684,22/01/2021 11:14,500,179.3,31.4,108.8
685,22/01/2021 11:14,0,179.6,31.4,109.3
686,22/01/2021 11:14,500,179.9,31.4,109.4
687,22/01/2021 11:14,0,180.2,31.4,109.9
688,22/01/2021 11:14,500,180.4,31.4,109
689,22/01/2021 11:14,0,180.8,31.4,108.3
690,22/01/2021 11:14,500,181.1,31.5,109.6
691,22/01/2021 11:14,0,181.4,31.5,109.4
692,22/01/2021 11:14,500,181.6,31.5,109.3
693,22/01/2021 11:14,0,181.9,31.5,109.5
694,22/01/2021 11:14,500,182.3,31.5,110.2
695,22/01/2021 11:14,0,182.6,31.6,111.4
696,22/01/2021 11:14,500,182.9,31.6,111.5
697,22/01/2021 11:14,0,183.2,31.7,111.2
698,22/01/2021 11:14,500,183.5,31.8,111.9
699,22/01/2021 11:14,0,183.9,31.8,111.5
700,22/01/2021 11:14,500,184.2,31.8,111.9
701,22/01/2021 11:14,0,184.5,31.8,112.2
702,22/01/2021 11:14,500,184.7,31.9,113.1
703,22/01/2021 11:14,0,185,31.9,113.8
704,22/01/2021 11:14,500,185.4,32,114.4
705,22/01/2021 11:14,0,185.7,32,114.9
706,22/01/2021 11:14,500,185.9,32.1,114.4
707,22/01/2021 11:14,0,186.2,32.1,113.9
708,22/01/2021 11:14,500,186.5,32.1,113.1
709,22/01/2021 11:14,0,186.8,32.1,113.2
710,22/01/2021 11:14,500,187.1,32.1,113.2
711,22/01/2021 11:14,0,187.4,32.2,114.1
712,22/01/2021 11:14,500,187.7,32.2,114.3
713,22/01/2021 11:14,0,188,32.2,114.6
714,22/01/2021 11:14,500,188.3,32.3,115.5
715,22/01/2021 11:14,0,188.5,32.3,115.1
716,22/01/2021 11:14,500,188.8,32.3,115.7
717,22/01/2021 11:14,0,189.1,32.3,114.7
718,22/01/2021 11:14,500,189.5,32.4,113.6
719,22/01/2021 11:14,0,189.6,32.4,113.4
720,22/01/2021 11:14,500,190,32.4,113.5
721,22/01/2021 11:14,0,190.3,32.4,113.5
722,22/01/2021 11:14,500,190.5,32.5,112.6
723,22/01/2021 11:14,0,190.8,32.5,111.4
724,22/01/2021 11:14,500,191.1,32.6,112.5
725,22/01/2021 11:14,0,191.3,32.6,112.9
726,22/01/2021 11:14,500,191.6,32.6,114
727,22/01/2021 11:14,0,191.9,32.6,113.5
728,22/01/2021 11:14,500,192.3,32.6,112.5
729,22/01/2021 11:14,0,192.5,32.7,111.8
730,22/01/2021 11:14,500,192.8,32.7,110.6
731,22/01/2021 11:14,0,193.1,32.8,109.9
732,22/01/2021 11:14,500,193.4,32.9,109.3
733,22/01/2021 11:14,0,193.6,32.9,108.7
734,22/01/2021 11:14,500,193.9,33,108.8
735,22/01/2021 11:14,0,194.2,33,108
736,22/01/2021 11:14,500,194.6,33,108.8
737,22/01/2021 11:14,0,194.8,33,109.3
738,22/01/2021 11:14,500,195.1,33.1,109.8
739,22/01/2021 11:14,0,195.4,33.1,109.6
740,22/01/2021 11:14,500,195.6,33.1,110.4
741,22/01/2021 11:14,0,195.8,33.1,110.2
742,22/01/2021 11:14,500,196.1,33.1,110.3
743,22/01/2021 11:14,0,196.4,33.2,110.6
744,22/01/2021 11:14,500,196.6,33.2,111.5
745,22/01/2021 11:14,0,196.9,33.2,111.9
746,22/01/2021 11:14,500,197.2,33.3,111.8
747,22/01/2021 11:14,0,197.4,33.2,113.2
748,22/01/2021 11:14,500,197.7,33.4,114.4
749,22/01/2021 11:14,0,197.9,33.4,115.5
750,22/01/2021 11:14,500,198.2,33.4,116.5
751,22/01/2021 11:14,0,198.4,33.4,116.6
752,22/01/2021 11:14,500,198.8,33.5,117
753,22/01/2021 11:14,0,199,33.5,118.9
754,22/01/2021 11:14,500,199.3,33.6,118.9
755,22/01/2021 11:14,0,199.6,33.6,117.3
756,22/01/2021 11:14,500,199.8,33.6,116.4
757,22/01/2021 11:14,0,200.1,33.6,115.9
758,22/01/2021 11:14,500,200.3,33.7,117.7
759,22/01/2021 11:14,0,200.5,33.7,117.2
760,22/01/2021 11:14,500,200.8,33.7,117.3
761,22/01/2021 11:14,0,201.1,33.7,116.6
762,22/01/2021 11:14,500,201.3,33.7,116.3
763,22/01/2021 11:14,0,201.5,33.7,116.8
764,22/01/2021 11:14,500,201.8,33.8,117.8
765,22/01/2021 11:14,0,202,33.8,119.3
766,22/01/2021 11:14,500,202.3,33.9,121.8
767,22/01/2021 11:14,0,202.6,33.9,122.4
768,22/01/2021 11:14,500,202.8,33.9,122.7
769,22/01/2021 11:14,0,203,34,122.6
770,22/01/2021 11:14,500,203.4,34,121.5
771,22/01/2021 11:14,0,203.6,34.1,120.4
772,22/01/2021 11:14,500,203.8,34.1,119
773,22/01/2021 11:14,0,204.1,34.1,118.8
774,22/01/2021 11:14,500,204.3,34.1,119.7
775,22/01/2021 11:14,0,204.5,34.2,119.6
776,22/01/2021 11:14,500,204.8,34.2,119.4
777,22/01/2021 11:14,0,205,34.2,119.2
778,22/01/2021 11:14,500,205.3,34.3,118.5
779,22/01/2021 11:14,0,205.6,34.3,117.6
780,22/01/2021 11:14,500,205.7,34.3,117.4
781,22/01/2021 11:14,0,206,34.4,118.5
782,22/01/2021 11:14,500,206.2,34.5,118.2
783,22/01/2021 11:14,0,206.4,34.4,118.4
784,22/01/2021 11:14,500,206.7,34.5,117.9
785,22/01/2021 11:14,0,206.9,34.5,117.4
786,22/01/2021 11:14,500,207.2,34.5,116.3
787,22/01/2021 11:14,0,207.4,34.6,115.5
788,22/01/2021 11:14,500,207.6,34.6,114.4
789,22/01/2021 11:14,0,207.9,34.7,113.8
790,22/01/2021 11:14,500,208,34.7,114.9
791,22/01/2021 11:14,0,208.4,34.7,114.9
792,22/01/2021 11:14,500,208.6,34.8,115.2
793,22/01/2021 11:14,0,208.8,34.9,114.1
794,22/01/2021 11:14,500,209,34.9,113.6
795,22/01/2021 11:14,0,209.2,34.9,112.9
796,22/01/2021 11:14,500,209.5,34.9,111.5
797,22/01/2021 11:14,0,209.7,34.9,110.2
798,22/01/2021 11:14,500,209.9,34.9,111
799,22/01/2021 11:14,0,210.2,35,111.1
800,22/01/2021 11:14,500,210.3,35,111
801,22/01/2021 11:15,0,210.5,35,110
802,22/01/2021 11:15,500,210.8,35.1,110.6
803,22/01/2021 11:15,0,211,35.2,111
804,22/01/2021 11:15,500,211.1,35.2,111.5
805,22/01/2021 11:15,0,211.4,35.2,110.6
806,22/01/2021 11:15,500,211.5,35.3,110.2
807,22/01/2021 11:15,0,211.8,35.3,111.2
808,22/01/2021 11:15,500,211.9,35.3,111.1
809,22/01/2021 11:15,0,212.1,35.3,112.2
810,22/01/2021 11:15,500,212.3,35.4,112.6
811,22/01/2021 11:15,0,212.5,35.4,112.3
812,22/01/2021 11:15,500,212.8,35.4,113.3
813,22/01/2021 11:15,0,213,35.5,114.1
814,22/01/2021 11:15,500,213.2,35.5,115.8
815,22/01/2021 11:15,0,213.4,35.5,116.3
816,22/01/2021 11:15,500,213.7,35.6,117.8
817,22/01/2021 11:15,0,213.8,35.6,117.9
818,22/01/2021 11:15,500,214.1,35.7,117.9
819,22/01/2021 11:15,0,214.3,35.7,117.9
820,22/01/2021 11:15,500,214.5,35.7,119.4
821,22/01/2021 11:15,0,214.6,35.7,119.7
822,22/01/2021 11:15,500,214.9,35.8,120
823,22/01/2021 11:15,0,215,35.9,119.8
824,22/01/2021 11:15,500,215.3,35.9,120.8
825,22/01/2021 11:15,0,215.4,35.9,120.4
826,22/01/2021 11:15,500,215.7,36,120.8
827,22/01/2021 11:15,0,215.8,36,121.2
828,22/01/2021 11:15,500,216.1,36,120.5
829,22/01/2021 11:15,0,216.2,36.1,121.2
830,22/01/2021 11:15,500,216.4,36.1,121.2
831,22/01/2021 11:15,0,216.6,36.1,120.9
832,22/01/2021 11:15,500,216.8,36.1,121
833,22/01/2021 11:15,0,217,36.2,121.1
834,22/01/2021 11:15,500,217.2,36.2,120
835,22/01/2021 11:15,0,217.4,36.2,119.9
836,22/01/2021 11:15,500,217.5,36.2,119.7
837,22/01/2021 11:15,0,217.7,36.3,120.5
838,22/01/2021 11:15,500,217.9,36.3,121.1
839,22/01/2021 11:15,0,218.1,36.4,120.8
840,22/01/2021 11:15,500,218.3,36.4,121.9
841,22/01/2021 11:15,0,218.4,36.5,122.7
842,22/01/2021 11:15,500,218.6,36.5,123.5
843,22/01/2021 11:15,0,218.8,36.5,123.6
844,22/01/2021 11:15,500,219,36.5,123.8
845,22/01/2021 11:15,0,219.1,36.5,123.4
846,22/01/2021 11:15,500,219.3,36.5,122.7
847,22/01/2021 11:15,0,219.5,36.7,123.4
848,22/01/2021 11:15,500,219.7,36.7,122.7
849,22/01/2021 11:15,0,219.9,36.7,122.8
850,22/01/2021 11:15,500,220,36.8,122.4
851,22/01/2021 11:15,0,220.2,36.8,122.4
852,22/01/2021 11:15,500,220.4,36.8,122.4
853,22/01/2021 11:15,0,220.5,36.8,122.1
854,22/01/2021 11:15,500,220.7,36.8,121.8
855,22/01/2021 11:15,0,221,36.9,121.3
856,22/01/2021 11:15,500,221.1,36.9,121.8
857,22/01/2021 11:15,0,221.3,37,121.8
858,22/01/2021 11:15,500,221.5,37,121.6
859,22/01/2021 11:15,0,221.7,37,120.9
860,22/01/2021 11:15,500,221.8,37.1,119.8
861,22/01/2021 11:15,0,222,37.2,119
862,22/01/2021 11:15,500,222.2,37.2,118.6
863,22/01/2021 11:15,0,222.3,37.2,119
864,22/01/2021 11:15,500,222.5,37.2,118.2
865,22/01/2021 11:15,0,222.8,37.2,117.7
866,22/01/2021 11:15,500,223,37.3,117.7
867,22/01/2021 11:15,0,223.2,37.3,117.2
868,22/01/2021 11:15,500,223.4,37.3,116.5
869,22/01/2021 11:15,0,223.6,37.4,116.4
870,22/01/2021 11:15,500,223.8,37.4,116.7
871,22/01/2021 11:15,0,224,37.5,116.1
872,22/01/2021 11:15,500,224.2,37.5,116.9
873,22/01/2021 11:15,0,224.4,37.5,118.6
874,22/01/2021 11:15,500,224.5,37.7,117.9
875,22/01/2021 11:15,0,224.8,37.7,117.1
876,22/01/2021 11:15,500,224.9,37.7,116.8
877,22/01/2021 11:15,0,225.1,37.7,116.3
878,22/01/2021 11:15,500,225.3,37.7,115.3
879,22/01/2021 11:15,0,225.5,37.8,115.4
880,22/01/2021 11:15,500,225.6,37.8,114.5
881,22/01/2021 11:15,0,225.8,37.9,113.9
882,22/01/2021 11:15,500,226,38,113
883,22/01/2021 11:15,0,226.1,38,112.2
884,22/01/2021 11:15,500,226.3,38,111.9
885,22/01/2021 11:15,0,226.5,38,111.5
886,22/01/2021 11:15,500,226.6,38,111.6
887,22/01/2021 11:15,0,226.8,38,110.9
888,22/01/2021 11:15,500,227,38.1,110.5
889,22/01/2021 11:15,0,227.2,38.1,110.5
890,22/01/2021 11:15,500,227.4,38.1,110.4
891,22/01/2021 11:15,0,227.6,38.2,110.2
892,22/01/2021 11:15,500,227.8,38.3,110
893,22/01/2021 11:15,0,228,38.3,110.3
894,22/01/2021 11:15,500,228.2,38.4,110.3
895,22/01/2021 11:15,0,228.3,38.4,109.9
896,22/01/2021 11:15,500,228.6,38.5,109.6
897,22/01/2021 11:15,0,228.7,38.5,109.1
898,22/01/2021 11:15,500,228.8,38.5,109.4
899,22/01/2021 11:15,0,229.1,38.5,109.4
900,22/01/2021 11:15,500,229.2,38.5,109.3
901,22/01/2021 11:15,0,229.4,38.6,108.9
902,22/01/2021 11:15,500,229.6,38.6,109.9
903,22/01/2021 11:15,0,229.7,38.6,111.8
904,22/01/2021 11:15,500,229.9,38.7,113.7
905,22/01/2021 11:15,0,230.1,38.7,113.8
906,22/01/2021 11:15,500,230.2,38.8,114.2
907,22/01/2021 11:15,0,230.4,38.8,115.2
908,22/01/2021 11:15,500,230.6,38.8,114.9
909,22/01/2021 11:15,0,230.7,38.8,114.6
910,22/01/2021 11:15,500,230.9,38.8,114.1
911,22/01/2021 11:15,0,231,38.8,113.6
912,22/01/2021 11:15,500,231.2,39,113.7
913,22/01/2021 11:15,0,231.4,39,114.1
914,22/01/2021 11:15,500,231.4,39,114.1
915,22/01/2021 11:15,0,231.6,39.1,113.3
916,22/01/2021 11:15,500,231.7,39.1,113
917,22/01/2021 11:15,0,231.9,39.1,113.4
918,22/01/2021 11:15,500,232,39.1,114.7
919,22/01/2021 11:15,0,232.2,39.1,114.6
920,22/01/2021 11:15,500,232.4,39.2,115.2
921,22/01/2021 11:16,0,232.5,39.2,114.7
922,22/01/2021 11:16,500,232.6,39.3,114.9
923,22/01/2021 11:16,0,232.8,39.3,114.4
924,22/01/2021 11:16,500,232.9,39.3,114.6
925,22/01/2021 11:16,0,233,39.4,117
926,22/01/2021 11:16,500,233.2,39.4,118.2
927,22/01/2021 11:16,0,233.4,39.4,119.2
928,22/01/2021 11:16,500,233.6,39.4,118.6
929,22/01/2021 11:16,0,233.7,39.5,117.6
930,22/01/2021 11:16,500,233.9,39.6,116.8
931,22/01/2021 11:16,0,234.1,39.6,116.1
932,22/01/2021 11:16,500,234.2,39.6,118.6
933,22/01/2021 11:16,0,234.5,39.6,120.3
934,22/01/2021 11:16,500,234.6,39.7,120.6
935,22/01/2021 11:16,0,234.8,39.7,119.4
936,22/01/2021 11:16,500,234.9,39.8,119.6
937,22/01/2021 11:16,0,235,39.8,120.3
938,22/01/2021 11:16,500,235.2,39.8,121.1
939,22/01/2021 11:16,0,235.3,39.9,121.2
940,22/01/2021 11:16,500,235.5,39.9,122.1
941,22/01/2021 11:16,0,235.6,39.9,123.3
942,22/01/2021 11:16,500,235.7,39.9,122.7
943,22/01/2021 11:16,0,235.8,40,123.2
944,22/01/2021 11:16,500,236,40,124.6
945,22/01/2021 11:16,0,236.2,40.1,124.9
946,22/01/2021 11:16,500,236.3,40.1,125
947,22/01/2021 11:16,0,236.5,40.2,124.5
948,22/01/2021 11:16,500,236.7,40.2,124.7
949,22/01/2021 11:16,0,236.8,40.3,123.9
950,22/01/2021 11:16,500,237,40.3,123.9
951,22/01/2021 11:16,0,237.1,40.3,123.2
952,22/01/2021 11:16,500,237.2,40.3,122.2
953,22/01/2021 11:16,0,237.4,40.3,122.1
954,22/01/2021 11:16,500,237.5,40.3,121.4
955,22/01/2021 11:16,0,237.6,40.4,121.1
956,22/01/2021 11:16,500,237.8,40.4,121
957,22/01/2021 11:16,0,237.9,40.5,121.5
958,22/01/2021 11:16,500,238.1,40.5,121.1
959,22/01/2021 11:16,0,238.3,40.5,120.9
960,22/01/2021 11:16,500,238.3,40.6,121.9
961,22/01/2021 11:16,0,238.5,40.6,122.4
962,22/01/2021 11:16,500,238.6,40.6,123.1
963,22/01/2021 11:16,0,238.8,40.7,122.5
964,22/01/2021 11:16,500,238.9,40.7,121
965,22/01/2021 11:16,0,238.8,40.7,119.7
966,22/01/2021 11:16,500,238.6,40.8,117.8
967,22/01/2021 11:16,0,238.5,40.8,116.8
968,22/01/2021 11:16,500,238.3,40.8,115.2
969,22/01/2021 11:16,0,238,40.9,113.1
970,22/01/2021 11:16,500,237.6,40.9,111.1
971,22/01/2021 11:16,0,237.3,40.9,108.8
972,22/01/2021 11:16,500,237,40.9,107.4
973,22/01/2021 11:16,0,236.6,40.9,105.8
974,22/01/2021 11:16,500,236.3,40.9,104.9
975,22/01/2021 11:16,0,235.9,41,103.7
976,22/01/2021 11:16,500,235.5,41,101.8
977,22/01/2021 11:16,0,235.2,41.1,101.2
978,22/01/2021 11:16,500,234.7,41,101.5
979,22/01/2021 11:16,0,234.3,41,102.6
980,22/01/2021 11:16,500,234,41.1,102.8
981,22/01/2021 11:16,0,233.7,41.1,102.6
982,22/01/2021 11:16,500,233.3,41.1,103.1
983,22/01/2021 11:16,0,232.9,41.1,103.8
984,22/01/2021 11:16,500,232.5,41.1,104.4
985,22/01/2021 11:16,0,232,41.1,104.2
986,22/01/2021 11:16,500,231.7,41.1,103.7
987,22/01/2021 11:16,0,231.2,41.1,103.2
988,22/01/2021 11:16,500,230.9,41.1,102.7
989,22/01/2021 11:16,0,230.4,41.1,103
990,22/01/2021 11:16,500,230.1,41.2,103.4
991,22/01/2021 11:16,0,229.7,41.2,103
992,22/01/2021 11:16,500,229.2,41.2,101.1
993,22/01/2021 11:16,0,228.9,41.2,100.6
994,22/01/2021 11:16,500,228.5,41.2,99.8
995,22/01/2021 11:16,0,228.1,41.2,98.7
996,22/01/2021 11:16,500,227.6,41.2,97.5
997,22/01/2021 11:16,0,227.3,41.2,95.9
998,22/01/2021 11:16,500,226.9,41.2,94.3
999,22/01/2021 11:16,0,226.5,41.2,93.1
1000,22/01/2021 11:16,500,226.1,41.2,91.5
1001,22/01/2021 11:16,0,225.6,41.3,90.3
1002,22/01/2021 11:16,500,225.2,41.3,88.8
1003,22/01/2021 11:16,0,224.8,41.3,87.9
1004,22/01/2021 11:16,500,224.4,41.3,87.3
1005,22/01/2021 11:16,0,224,41.4,86.2
1006,22/01/2021 11:16,500,223.6,41.3,85.1
1007,22/01/2021 11:16,0,223.2,41.4,83.7
1008,22/01/2021 11:16,500,222.8,41.4,82.3
1009,22/01/2021 11:16,0,222.3,41.4,80.9
1010,22/01/2021 11:16,500,221.9,41.4,80.7
1011,22/01/2021 11:16,0,221.5,41.5,80.7
1012,22/01/2021 11:16,500,221.2,41.4,80
1013,22/01/2021 11:16,0,220.7,41.4,79.7
1014,22/01/2021 11:16,500,220.4,41.5,79.5
1015,22/01/2021 11:16,0,220,41.5,79.2
1016,22/01/2021 11:16,500,219.6,41.5,80.4
1017,22/01/2021 11:16,0,219.2,41.5,80.3
1018,22/01/2021 11:16,500,218.8,41.5,80.7
1019,22/01/2021 11:16,0,218.4,41.5,81.5
1020,22/01/2021 11:16,500,218.1,41.5,81.8
1021,22/01/2021 11:16,0,217.7,41.5,81.9
1022,22/01/2021 11:16,500,217.3,41.5,81.5
1023,22/01/2021 11:16,0,216.9,41.5,80.9
1024,22/01/2021 11:16,500,216.6,41.6,80.1
1025,22/01/2021 11:16,0,216.2,41.6,80.4
1026,22/01/2021 11:16,500,215.8,41.6,80
1027,22/01/2021 11:16,0,215.4,41.6,79.6
1028,22/01/2021 11:16,500,215.1,41.7,78.6
1029,22/01/2021 11:16,0,214.6,41.7,77.5
1030,22/01/2021 11:16,500,214.3,41.7,76.9
1031,22/01/2021 11:16,0,213.9,41.7,76.4
1032,22/01/2021 11:16,500,213.5,41.7,75.3
1033,22/01/2021 11:16,0,213.1,41.7,74.8
1034,22/01/2021 11:16,500,212.7,41.7,74.3
1035,22/01/2021 11:16,0,212.3,41.8,73.5
1036,22/01/2021 11:16,500,212,41.8,72.6
1037,22/01/2021 11:16,0,211.5,41.7,71.6
1038,22/01/2021 11:16,500,211.1,41.8,71.5
1039,22/01/2021 11:16,0,210.7,41.8,71.8
1040,22/01/2021 11:16,500,210.3,41.8,71.7
1041,22/01/2021 11:17,0,210,41.8,71.6
1042,22/01/2021 11:17,500,209.6,41.8,71.1
1043,22/01/2021 11:17,0,209.3,41.8,71.6
1044,22/01/2021 11:17,500,208.8,41.9,72.2
1045,22/01/2021 11:17,0,208.4,41.8,71.7
1046,22/01/2021 11:17,500,208,41.8,70.9
1047,22/01/2021 11:17,0,207.7,41.9,69.7
1048,22/01/2021 11:17,500,207.2,41.9,69.2
1049,22/01/2021 11:17,0,206.8,42,68.7
1050,22/01/2021 11:17,500,206.5,42,68.5
1051,22/01/2021 11:17,0,206.1,42,67.7
1052,22/01/2021 11:17,500,205.7,42,67.3
1053,22/01/2021 11:17,0,205.4,42,67.1
1054,22/01/2021 11:17,500,205,42,66.9
1055,22/01/2021 11:17,0,204.7,42,66.2
1056,22/01/2021 11:17,500,204.3,42,65.6
1057,22/01/2021 11:17,0,203.9,42,66.6
1058,22/01/2021 11:17,500,203.6,42,66.1
1059,22/01/2021 11:17,0,203.2,42.1,66.3
1060,22/01/2021 11:17,500,203,42.1,66.2
